夜市名稱,攤商名稱,攤位,調味名稱,品牌,來源(產地)
饒河街觀光夜市,難忘米粉湯,饒河街253號攤位,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖戀愛,饒河街337號攤位,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,紅燒牛肉麵,饒河街333號攤位,香油,辰邦股份有限公司,新北市新莊區化成路403巷47號
饒河街觀光夜市,紅燒牛肉麵,饒河街333號攤位,醬油,味王股份有限公司,台北市中山區中山北路二段79號6樓
饒河街觀光夜市,紅燒牛肉麵,饒河街333號攤位,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,魏祥記麻糬,延平北路三段32號,花生粉,昇逸商行,台北市大同區蘭州街74號
延三觀光夜市,魏祥記麻糬,延平北路三段32號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,魏祥記麻糬,延平北路三段32號,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,鵝肉華,延平北路三段16號前面,台鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,鵝肉華,延平北路三段16號前面,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
延三觀光夜市,魷魚羹、蚵仔煎,延平北路三段21號前面,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,台北橋頭,延平北路三段24號前面,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
延三觀光夜市,台北橋頭,延平北路三段24號前面,花生粉,昇逸商行,台北市大同區蘭州街74號
延三觀光夜市,台北橋頭,延平北路三段24號前面,砂糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,台北橋頭,延平北路三段24號前面,豬油,自製,臺灣
延三觀光夜市,台北橋頭,延平北路三段24號前面,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,大眾素食,延平北路三段26號,沙拉油,福壽實業股份有限公司,台中市沙鹿區沙田路45號
延三觀光夜市,大眾素食,延平北路三段26號,芝麻醬,信成油廠股份有限公司,台北市大同區民生西路96號
延三觀光夜市,大眾素食,延平北路三段26號,香油,信成油廠股份有限公司,台北市大同區民生西路96號
延三觀光夜市,大眾素食,延平北路三段26號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,大眾素食,延平北路三段26號,醬油,統一企業股份有限公司,台南市永康區鹽行里中正路301號
延三觀光夜市,大眾素食,延平北路三段26號,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,花枝羹,延平北路三段8號前,白胡椒粉,濟生股份有限公司,台北市大同區安西街116號
延三觀光夜市,花枝羹,延平北路三段8號前,沙茶醬,好帝一食品有限公司,台南市新市區大營里豐榮160號
延三觀光夜市,花枝羹,延平北路三段8號前,味精,味全食品工業股份有限公司,台北市中山區松江路125號
延三觀光夜市,花枝羹,延平北路三段8號前,香油,日發麻油行,新北市三重區仁昌街94號
延三觀光夜市,花枝羹,延平北路三段8號前,黑醋,大安工研食品工廠股份有限公司,台北市大安區忠孝東路3段10巷1號
延三觀光夜市,花枝羹,延平北路三段8號前,辣椒,西寧市場,台北市萬華區西寧南路4號
延三觀光夜市,花枝羹,延平北路三段8號前,豬油,自製,臺灣
延三觀光夜市,花枝羹,延平北路三段8號前,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,花枝羹,延平北路三段8號前,醬油,味王股份有限公司,台北市中山區中山北路二段79號6樓
延三觀光夜市,花枝羹,延平北路三段8號前,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,鼎品滷味,延三觀光夜市,香油,建國製油工業有限公司,桃園市龍潭區高原路367巷161號
延三觀光夜市,鼎品滷味,延三觀光夜市,辣椒醬,自製,台灣
延三觀光夜市,鼎品滷味,延三觀光夜市,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,鼎品滷味,延三觀光夜市,醬油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
延三觀光夜市,鼎品滷味,延三觀光夜市,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,生炒魷魚羹,延平北路三段36號騎樓,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
延三觀光夜市,生炒魷魚羹,延平北路三段36號騎樓,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
延三觀光夜市,生炒魷魚羹,延平北路三段36號騎樓,香油,福壽實業股份有限公司,台中市沙鹿區沙田路45號
延三觀光夜市,生炒魷魚羹,延平北路三段36號騎樓,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,生炒魷魚羹,延平北路三段36號騎樓,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,大橋頭潤餅,延平北路三段38號前面,甜麵醬,台農醬園,台北市大同區迪化街一段210號
延三觀光夜市,大橋頭潤餅,延平北路三段38號前面,糖,臺鹽實業股份有限公司,苗栗縣通霄鎮122號
延三觀光夜市,大橋頭潤餅,延平北路三段38號前面,鹽,臺灣糖業股份有限公司,臺南市仁德區文華路2段326號
延三觀光夜市,大腸煎,延三觀光夜市,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
延三觀光夜市,大腸煎,延三觀光夜市,味精,味全食品工業股份有限公司,台北市中山區松江路125號
延三觀光夜市,大腸煎,延三觀光夜市,胡椒粉,統隆企業有限公司,台北市北投區立德路121巷18號
延三觀光夜市,大腸煎,延三觀光夜市,香油,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓
延三觀光夜市,大腸煎,延三觀光夜市,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,大腸煎,延三觀光夜市,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
延三觀光夜市,大腸煎,延三觀光夜市,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,郁香花蓮扁食,延三觀光夜市,沙拉油,大統益股份有限公司,台南市官田區二鎮里工業西路32號
延三觀光夜市,郁香花蓮扁食,延三觀光夜市,味精,味王股份有限公司,台北市中山區中山北路二段79號6樓
延三觀光夜市,郁香花蓮扁食,延三觀光夜市,香油,辰邦股份有限公司,新北市新莊區化成路403巷47號
延三觀光夜市,郁香花蓮扁食,延三觀光夜市,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,郁香花蓮扁食,延三觀光夜市,醬油,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號
延三觀光夜市,郁香花蓮扁食,延三觀光夜市,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,炒麵專家,台北市大同區延平北路三段47號,味精,味王股份有限公司,台北市中山區中山北路二段79號6樓
延三觀光夜市,炒麵專家,台北市大同區延平北路三段47號,香油,惠通雜糧行,台北市大同區迪化街一段175號
延三觀光夜市,炒麵專家,台北市大同區延平北路三段47號,豬油,芳福企業有限公司,新北市新莊區化成路375巷35號1樓
延三觀光夜市,炒麵專家,台北市大同區延平北路三段47號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,炒麵專家,台北市大同區延平北路三段47號,醬油,味全食品工業股份有限公司,台北市中山區松江路125號
延三觀光夜市,炒麵專家,台北市大同區延平北路三段47號,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,35年老攤台灣土羊肉,延三觀光夜市,沙茶醬,好帝一食品有限公司,台南市新市區大營里豐榮160號
延三觀光夜市,35年老攤台灣土羊肉,延三觀光夜市,純黑麻油,李九英麻油老舖,台北市大同區環河北路二段
延三觀光夜市,35年老攤台灣土羊肉,延三觀光夜市,豬油,芳福企業有限公司,新北市新莊區化成路375巷35號1樓
延三觀光夜市,35年老攤台灣土羊肉,延三觀光夜市,醬油,永芳醬園股份有限公司,新北市永和區仁愛路141巷52號
延三觀光夜市,35年老攤台灣土羊肉,延三觀光夜市,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,古早飯,延平北路三段54號前面,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
延三觀光夜市,古早飯,延平北路三段54號前面,味精,味王股份有限公司,台北市中山區中山北路二段79號6樓
延三觀光夜市,古早飯,延平北路三段54號前面,香油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
延三觀光夜市,古早飯,延平北路三段54號前面,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,古早飯,延平北路三段54號前面,醬油,統萬股份有限公司,台南市東區中華東路二段193號18樓之12
延三觀光夜市,古早飯,延平北路三段54號前面,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,紅紅木啤兒串燒,延平北路三段57號,七味粉,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓
延三觀光夜市,紅紅木啤兒串燒,延平北路三段57號,沙拉油,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓
延三觀光夜市,紅紅木啤兒串燒,延平北路三段57號,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
延三觀光夜市,紅紅木啤兒串燒,延平北路三段57號,香油,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓
延三觀光夜市,紅紅木啤兒串燒,延平北路三段57號,辣椒粉,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓
延三觀光夜市,紅紅木啤兒串燒,延平北路三段57號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,紅紅木啤兒串燒,延平北路三段57號,醬油,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓
延三觀光夜市,紅紅木啤兒串燒,延平北路三段57號,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,口福魯肉飯,延三觀光夜市,豬油,自製,臺灣
延三觀光夜市,口福魯肉飯,延三觀光夜市,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,口福魯肉飯,延三觀光夜市,醬油,永芳醬園股份有限公司,新北市永和區仁愛路141巷52號
延三觀光夜市,口福魯肉飯,延三觀光夜市,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,汕頭原汁牛肉麵,延三觀光夜市,牛油,西寧市場,台北市萬華區西寧南路4號
延三觀光夜市,汕頭原汁牛肉麵,延三觀光夜市,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
延三觀光夜市,汕頭原汁牛肉麵,延三觀光夜市,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,油飯,延平北路三段中華電信門口,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
延三觀光夜市,油飯,延平北路三段中華電信門口,香油,源順芝麻觀光油廠,雲林縣土庫鎮成功路1-62號
延三觀光夜市,油飯,延平北路三段中華電信門口,豬油,正記行,台北市大同區民樂街175號
延三觀光夜市,油飯,延平北路三段中華電信門口,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,油飯,延平北路三段中華電信門口,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
延三觀光夜市,油飯,延平北路三段中華電信門口,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,黑丸嫩仙草,延平北路三段76號前面,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,新營人牛肉,延平北路三段80號,豆瓣醬,家見企業有限公司,台北市大同區歸綏街234號1樓
延三觀光夜市,新營人牛肉,延平北路三段80號,芝麻香油,三豐食品工廠,新北市新莊區化成路100號
延三觀光夜市,新營人牛肉,延平北路三段80號,香油,三豐食品工廠,新北市新莊區化成路100號
延三觀光夜市,新營人牛肉,延平北路三段80號,豬油,芳福真有香,新北市新莊區化成路375巷35-37號
延三觀光夜市,新營人牛肉,延平北路三段80號,醬油,味王股份有限公司,台北市中山區中山北路二段79號6樓
延三觀光夜市,新營人牛肉,延平北路三段80號,鹽,三豐食品工廠,新北市新莊區化成路100號
延三觀光夜市,金雞舞炸物攤,延平北路三段85號前面,沙拉油,台農醬園,台北市大同區迪化街一段210號
延三觀光夜市,金雞舞炸物攤,延平北路三段85號前面,胡椒,永利行,台北市大同區迪化街一段160號
延三觀光夜市,德魯肉飯、肉粥,延三觀光夜市,沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
延三觀光夜市,德魯肉飯、肉粥,延三觀光夜市,味精,味王股份有限公司,台北市中山區中山北路二段79號6樓
延三觀光夜市,德魯肉飯、肉粥,延三觀光夜市,油膏,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
延三觀光夜市,德魯肉飯、肉粥,延三觀光夜市,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,德魯肉飯、肉粥,延三觀光夜市,醬油,味全食品工業股份有限公司,台北市中山區松江路125號
延三觀光夜市,德魯肉飯、肉粥,延三觀光夜市,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,羊仔湯屋,昌吉街119號,沙拉油,台農醬園,台北市大同區迪化街一段210號
延三觀光夜市,羊仔湯屋,昌吉街119號,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
延三觀光夜市,羊仔湯屋,昌吉街119號,醬油,台農醬園,台北市大同區迪化街一段210號
延三觀光夜市,羊仔湯屋,昌吉街119號,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
延三觀光夜市,牛爺爺生炒沙茶牛肉,延平北路三段121號前面,味精,味王股份有限公司,台北市中山區中山北路二段79號6樓
延三觀光夜市,牛爺爺生炒沙茶牛肉,延平北路三段121號前面,豬油,芳福企業有限公司,新北市新莊區化成路375巷35號1樓
